"id_odsp","link_odsp","adv_stats","date","league","season","country","ht","at","fthg","ftag","odd_h","odd_d","odd_a","odd_over","odd_under","odd_bts","odd_bts_n"
"8vPVmoj8/","/soccer/germany/bundesliga-2014-2015/wolfsburg-werder-bremen-8vPVmoj8/",TRUE,2014-09-27,"D1","2015","germany","VfL Wolfsburg","Werder Bremen",2,1,1.53,5.26,7.9,NA,NA,NA,NA
"CWwCGQfq/","/soccer/spain/primera-division-2014-2015/villarreal-real-madrid-CWwCGQfq/",TRUE,2014-09-27,"SP1","2015","spain","Villarreal","Real Madrid",0,2,5,4.1,1.88,NA,NA,NA,NA
"E1kDdNRp/","/soccer/england/premier-league-2014-2015/chelsea-aston-villa-E1kDdNRp/",TRUE,2014-09-27,"E0","2015","england","Chelsea","Aston Villa",3,0,1.32,7.16,16.94,NA,NA,NA,NA
"fcSaKQJi/","/soccer/england/premier-league-2014-2015/hull-city-manchester-city-fcSaKQJi/",TRUE,2014-09-27,"E0","2015","england","Hull","Manchester City",2,4,7.5,4.81,1.65,NA,NA,NA,NA
"feeDRfZ5/","/soccer/germany/bundesliga-2014-2015/koln-bayern-munich-feeDRfZ5/",TRUE,2014-09-27,"D1","2015","germany","FC Cologne","Bayern Munich",0,2,11,5.3,1.49,NA,NA,NA,NA
"fox8UKg3/","/soccer/italy/serie-a-2014-2015/as-roma-verona-fox8UKg3/",TRUE,2014-09-27,"I1","2015","italy","AS Roma","Hellas Verona",2,0,1.45,5.9,11.5,NA,NA,NA,NA
"G6TeL64o/","/soccer/england/premier-league-2014-2015/crystal-palace-leicester-G6TeL64o/",TRUE,2014-09-27,"E0","2015","england","Crystal Palace","Leicester City",2,0,2.8,3.54,2.9,NA,NA,NA,NA
"GIFJrcm0/","/soccer/france/ligue-1-2014-2015/toulouse-paris-sg-GIFJrcm0/",TRUE,2014-09-27,"F1","2015","france","Toulouse","Paris Saint-Germain",1,1,5,3.76,1.91,NA,NA,NA,NA
"jNxGFpAk/","/soccer/spain/primera-division-2014-2015/ath-bilbao-eibar-jNxGFpAk/",TRUE,2014-09-27,"SP1","2015","spain","Athletic Bilbao","Eibar",0,0,1.71,4,7.4,NA,NA,NA,NA
"jyWvjueQ/","/soccer/france/ligue-1-2014-2015/metz-reims-jyWvjueQ/",TRUE,2014-09-27,"F1","2015","france","Metz","Stade de Reims",3,0,2.15,3.39,4.65,NA,NA,NA,NA
"KjMApJIm/","/soccer/france/ligue-1-2014-2015/montpellier-guingamp-KjMApJIm/",TRUE,2014-09-27,"F1","2015","france","Montpellier","Guingamp",2,1,2.15,3.29,4.65,NA,NA,NA,NA
"KlsByTmD/","/soccer/england/premier-league-2014-2015/sunderland-swansea-KlsByTmD/",TRUE,2014-09-27,"E0","2015","england","Sunderland","Swansea",0,0,3,3.36,2.8,NA,NA,NA,NA
"KOVmP1D7/","/soccer/germany/bundesliga-2014-2015/schalke-dortmund-KOVmP1D7/",TRUE,2014-09-27,"D1","2015","germany","Schalke 04","Borussia Dortmund",2,1,4.31,4.1,2.1,NA,NA,NA,NA
"l8FtEa9M/","/soccer/italy/serie-a-2014-2015/atalanta-juventus-l8FtEa9M/",TRUE,2014-09-27,"I1","2015","italy","Atalanta","Juventus",0,3,9.1,4.45,1.6,NA,NA,NA,NA
"nkWODOv2/","/soccer/spain/primera-division-2014-2015/barcelona-granada-cf-nkWODOv2/",TRUE,2014-09-27,"SP1","2015","spain","Barcelona","Granada",6,0,1.22,10.48,32,NA,NA,NA,NA
"OWW3JpZc/","/soccer/england/premier-league-2014-2015/liverpool-everton-OWW3JpZc/",TRUE,2014-09-27,"E0","2015","england","Liverpool","Everton",1,1,2.05,3.8,4.6,NA,NA,NA,NA
"pnLCHO3A/","/soccer/england/premier-league-2014-2015/southampton-qpr-pnLCHO3A/",TRUE,2014-09-27,"E0","2015","england","Southampton","QPR",2,1,1.6,4.6,8.5,NA,NA,NA,NA
"QTM6oa3s/","/soccer/france/ligue-1-2014-2015/monaco-nice-QTM6oa3s/",TRUE,2014-09-27,"F1","2015","france","AS Monaco","Nice",0,1,1.7,4.1,8,NA,NA,NA,NA
"t6llTHmD/","/soccer/france/ligue-1-2014-2015/lille-bastia-t6llTHmD/",TRUE,2014-09-27,"F1","2015","france","Lille","Bastia",1,0,1.75,3.78,7.1,NA,NA,NA,NA
"tWu8Udkm/","/soccer/germany/bundesliga-2014-2015/freiburg-bayer-leverkusen-tWu8Udkm/",TRUE,2014-09-27,"D1","2015","germany","SC Freiburg","Bayer Leverkusen",0,0,4.85,4.16,1.92,NA,NA,NA,NA
"ULsWi1QD/","/soccer/france/ligue-1-2014-2015/lorient-evian-tg-ULsWi1QD/",TRUE,2014-09-27,"F1","2015","france","Lorient","Evian Thonon Gaillard",0,2,2.17,3.39,4.25,NA,NA,NA,NA
"v9bo13JT/","/soccer/england/premier-league-2014-2015/arsenal-tottenham-v9bo13JT/",TRUE,2014-09-27,"E0","2015","england","Arsenal","Tottenham",1,1,1.87,3.95,5,NA,NA,NA,NA
"YofHQElC/","/soccer/germany/bundesliga-2014-2015/paderborn-b-monchengladbach-YofHQElC/",TRUE,2014-09-27,"D1","2015","germany","SC Paderborn","Borussia Monchengladbach",1,2,3.55,3.6,2.29,NA,NA,NA,NA
"zguCTG4g/","/soccer/germany/bundesliga-2014-2015/vfb-stuttgart-hannover-zguCTG4g/",TRUE,2014-09-27,"D1","2015","germany","VfB Stuttgart","Hannover 96",1,0,2.13,3.75,4.1,NA,NA,NA,NA
"2BuGSbOF/","/soccer/italy/serie-a-2014-2015/torino-fiorentina-2BuGSbOF/",TRUE,2014-09-28,"I1","2015","italy","Torino","Fiorentina",1,1,2.9,3.21,2.93,NA,NA,NA,NA
"2FeH7cnj/","/soccer/italy/serie-a-2014-2015/genoa-sampdoria-2FeH7cnj/",TRUE,2014-09-28,"I1","2015","italy","Genoa","Sampdoria",0,1,3.14,3.15,2.82,NA,NA,NA,NA
"2FkpUcY6/","/soccer/france/ligue-1-2014-2015/lens-caen-2FkpUcY6/",TRUE,2014-09-28,"F1","2015","france","Lens","Caen",0,0,2.85,3.26,2.9,NA,NA,NA,NA
"6qAoDJOS/","/soccer/italy/serie-a-2014-2015/cesena-ac-milan-6qAoDJOS/",TRUE,2014-09-28,"I1","2015","italy","Cesena","AC Milan",1,1,7.21,4,1.71,NA,NA,NA,NA
"8CtziLuK/","/soccer/france/ligue-1-2014-2015/marseille-st-etienne-8CtziLuK/",TRUE,2014-09-28,"F1","2015","france","Marseille","St Etienne",2,1,1.98,3.57,5,NA,NA,NA,NA
"8hdD8wXq/","/soccer/italy/serie-a-2014-2015/chievo-empoli-8hdD8wXq/",TRUE,2014-09-28,"I1","2015","italy","Chievo Verona","Empoli",1,1,2.74,3.2,3.25,NA,NA,NA,NA
"bsLEqwYg/","/soccer/france/ligue-1-2014-2015/nantes-lyon-bsLEqwYg/",TRUE,2014-09-28,"F1","2015","france","Nantes","Lyon",1,1,2.8,3.25,3.11,NA,NA,NA,NA
"EkaL6H1d/","/soccer/italy/serie-a-2014-2015/inter-cagliari-EkaL6H1d/",TRUE,2014-09-28,"I1","2015","italy","Internazionale","Cagliari",1,4,1.5,5,9.51,NA,NA,NA,NA
"EqvGSzKa/","/soccer/germany/bundesliga-2014-2015/hamburger-eintracht-frankfurt-EqvGSzKa/",TRUE,2014-09-28,"D1","2015","germany","Hamburg SV","Eintracht Frankfurt",1,2,2.2,3.78,3.84,NA,NA,NA,NA
"EydPPUXd/","/soccer/spain/primera-division-2014-2015/getafe-malaga-EydPPUXd/",TRUE,2014-09-28,"SP1","2015","spain","Getafe","Malaga",1,0,3.28,3.23,2.6,NA,NA,NA,NA
"hCOKF2YM/","/soccer/england/premier-league-2014-2015/west-brom-burnley-hCOKF2YM/",TRUE,2014-09-28,"E0","2015","england","West Brom","Burnley",4,0,2.05,3.5,5.1,NA,NA,NA,NA
"hSfTOlm3/","/soccer/spain/primera-division-2014-2015/cordoba-espanyol-hSfTOlm3/",TRUE,2014-09-28,"SP1","2015","spain","Cordoba","Espanyol",0,0,3.3,3.25,2.8,NA,NA,NA,NA
"Kj0uVwJ0/","/soccer/france/ligue-1-2014-2015/bordeaux-rennes-Kj0uVwJ0/",TRUE,2014-09-28,"F1","2015","france","Bordeaux","Stade Rennes",2,1,1.95,3.6,5,NA,NA,NA,NA
"M1aXN829/","/soccer/spain/primera-division-2014-2015/real-sociedad-valencia-M1aXN829/",TRUE,2014-09-28,"SP1","2015","spain","Real Sociedad","Valencia",1,1,2.8,3.6,2.93,NA,NA,NA,NA
"OKtCTv99/","/soccer/italy/serie-a-2014-2015/sassuolo-napoli-OKtCTv99/",TRUE,2014-09-28,"I1","2015","italy","Sassuolo","Napoli",0,1,5.9,3.95,1.8,NA,NA,NA,NA
"rHmtMnXL/","/soccer/spain/primera-division-2014-2015/dep-la-coruna-almeria-rHmtMnXL/",TRUE,2014-09-28,"SP1","2015","spain","Deportivo La Coruna","Almeria",0,1,2.35,3.48,3.87,NA,NA,NA,NA
"SSy4Vxzs/","/soccer/germany/bundesliga-2014-2015/augsburg-hertha-berlin-SSy4Vxzs/",TRUE,2014-09-28,"D1","2015","germany","FC Augsburg","Hertha Berlin",1,0,2.18,3.5,4.1,NA,NA,NA,NA
"bkPGGrJG/","/soccer/england/premier-league-2014-2015/stoke-city-newcastle-utd-bkPGGrJG/",TRUE,2014-09-29,"E0","2015","england","Stoke City","Newcastle",1,0,2.27,3.45,3.88,NA,NA,NA,NA
"Gfw4V0vc/","/soccer/italy/serie-a-2014-2015/palermo-lazio-Gfw4V0vc/",TRUE,2014-09-29,"I1","2015","italy","Palermo","Lazio",0,4,3.04,3.26,2.72,NA,NA,NA,NA
"pzVKRIwM/","/soccer/italy/serie-a-2014-2015/udinese-parma-pzVKRIwM/",TRUE,2014-09-29,"I1","2015","italy","Udinese","Parma",4,2,2.43,3.32,3.6,NA,NA,NA,NA
"0hK6x8H2/","/soccer/spain/primera-division-2014-2015/getafe-cordoba-0hK6x8H2/",TRUE,2014-10-03,"SP1","2015","spain","Getafe","Cordoba",1,1,2.15,3.5,4.5,NA,NA,NA,NA
"vFembxmm/","/soccer/france/ligue-1-2014-2015/reims-bordeaux-vFembxmm/",TRUE,2014-10-03,"F1","2015","france","Stade de Reims","Bordeaux",1,0,4.1,3.36,2.25,NA,NA,NA,NA
"zFGntfla/","/soccer/germany/bundesliga-2014-2015/hertha-berlin-vfb-stuttgart-zFGntfla/",TRUE,2014-10-03,"D1","2015","germany","Hertha Berlin","VfB Stuttgart",3,2,2.4,3.5,3.55,NA,NA,NA,NA
"0OdqaIXt/","/soccer/france/ligue-1-2014-2015/nice-montpellier-0OdqaIXt/",TRUE,2014-10-04,"F1","2015","france","Nice","Montpellier",1,1,2.54,3.24,3.32,NA,NA,NA,NA
"0z55Q1O7/","/soccer/spain/primera-division-2014-2015/malaga-granada-cf-0z55Q1O7/",TRUE,2014-10-04,"SP1","2015","spain","Malaga","Granada",2,1,3.52,3.69,5.2,NA,NA,NA,NA
"2q7rVsY9/","/soccer/england/premier-league-2014-2015/sunderland-stoke-city-2q7rVsY9/",TRUE,2014-10-04,"E0","2015","england","Sunderland","Stoke City",3,1,2.82,3.25,3.06,NA,NA,NA,NA
"2ZHVueXI/","/soccer/france/ligue-1-2014-2015/evian-tg-metz-2ZHVueXI/",TRUE,2014-10-04,"F1","2015","france","Evian Thonon Gaillard","Metz",3,0,2.56,3.19,3.4,NA,NA,NA,NA
"84zg0CQD/","/soccer/england/premier-league-2014-2015/swansea-newcastle-utd-84zg0CQD/",TRUE,2014-10-04,"E0","2015","england","Swansea","Newcastle",2,2,2.03,3.68,4.4,NA,NA,NA,NA
"dKDFznnF/","/soccer/spain/primera-division-2014-2015/valencia-atl-madrid-dKDFznnF/",TRUE,2014-10-04,"SP1","2015","spain","Valencia","Atletico Madrid",3,1,3.1,3.4,2.72,NA,NA,NA,NA
"ENQm90Bj/","/soccer/england/premier-league-2014-2015/hull-city-crystal-palace-ENQm90Bj/",TRUE,2014-10-04,"E0","2015","england","Hull","Crystal Palace",2,0,2.4,3.45,3.8,NA,NA,NA,NA
"EPwwrvO2/","/soccer/italy/serie-a-2014-2015/ac-milan-chievo-EPwwrvO2/",TRUE,2014-10-04,"I1","2015","italy","AC Milan","Chievo Verona",2,0,1.63,4.7,9.2,NA,NA,NA,NA
"f9ENsH26/","/soccer/france/ligue-1-2014-2015/bastia-lorient-f9ENsH26/",TRUE,2014-10-04,"F1","2015","france","Bastia","Lorient",0,2,2.44,3.4,3.55,NA,NA,NA,NA
"f9KfLGGk/","/soccer/italy/serie-a-2014-2015/verona-cagliari-f9KfLGGk/",TRUE,2014-10-04,"I1","2015","italy","Hellas Verona","Cagliari",1,0,2.29,3.65,3.68,NA,NA,NA,NA
"hjRsszZh/","/soccer/germany/bundesliga-2014-2015/hoffenheim-schalke-hjRsszZh/",TRUE,2014-10-04,"D1","2015","germany","TSG Hoffenheim","Schalke 04",2,1,2.45,3.8,3.25,NA,NA,NA,NA
"lWDRtyIC/","/soccer/france/ligue-1-2014-2015/caen-marseille-lWDRtyIC/",TRUE,2014-10-04,"F1","2015","france","Caen","Marseille",1,2,3.9,3.55,2.3,NA,NA,NA,NA
"Mq61Rs91/","/soccer/spain/primera-division-2014-2015/rayo-vallecano-barcelona-Mq61Rs91/",TRUE,2014-10-04,"SP1","2015","spain","Rayo Vallecano","Barcelona",0,2,16,7.31,1.38,NA,NA,NA,NA
"Mwohcd2g/","/soccer/france/ligue-1-2014-2015/rennes-lens-Mwohcd2g/",TRUE,2014-10-04,"F1","2015","france","Stade Rennes","Lens",2,0,1.92,3.7,5.4,NA,NA,NA,NA
"rHy8mxdP/","/soccer/germany/bundesliga-2014-2015/bayer-leverkusen-paderborn-rHy8mxdP/",TRUE,2014-10-04,"D1","2015","germany","Bayer Leverkusen","SC Paderborn",2,2,1.54,5.5,9.8,NA,NA,NA,NA
"S8gLPY3I/","/soccer/germany/bundesliga-2014-2015/bayern-munich-hannover-S8gLPY3I/",TRUE,2014-10-04,"D1","2015","germany","Bayern Munich","Hannover 96",4,0,1.29,10.3,26,NA,NA,NA,NA
"SM6cSNge/","/soccer/spain/primera-division-2014-2015/eibar-levante-SM6cSNge/",TRUE,2014-10-04,"SP1","2015","spain","Eibar","Levante",3,3,1.9,3.63,5.4,NA,NA,NA,NA
"SMYgvYIB/","/soccer/germany/bundesliga-2014-2015/eintracht-frankfurt-koln-SMYgvYIB/",TRUE,2014-10-04,"D1","2015","germany","Eintracht Frankfurt","FC Cologne",3,2,2.52,3.45,3.3,NA,NA,NA,NA
"SQEVXqli/","/soccer/england/premier-league-2014-2015/leicester-burnley-SQEVXqli/",TRUE,2014-10-04,"E0","2015","england","Leicester City","Burnley",2,2,1.77,4.05,5.8,NA,NA,NA,NA
"tCcPOhJO/","/soccer/germany/bundesliga-2014-2015/dortmund-hamburger-tCcPOhJO/",TRUE,2014-10-04,"D1","2015","germany","Borussia Dortmund","Hamburg SV",0,1,1.45,5.8,10,NA,NA,NA,NA
"tUIZW33c/","/soccer/england/premier-league-2014-2015/liverpool-west-brom-tUIZW33c/",TRUE,2014-10-04,"E0","2015","england","Liverpool","West Brom",2,1,1.65,4.85,9,NA,NA,NA,NA
"UoRMYPGR/","/soccer/spain/primera-division-2014-2015/almeria-elche-UoRMYPGR/",TRUE,2014-10-04,"SP1","2015","spain","Almeria","Elche",2,2,2.4,3.34,3.76,NA,NA,NA,NA
"W2NOEMmT/","/soccer/england/premier-league-2014-2015/aston-villa-manchester-city-W2NOEMmT/",TRUE,2014-10-04,"E0","2015","england","Aston Villa","Manchester City",0,2,9.3,5.3,1.6,NA,NA,NA,NA
"YaZkuE35/","/soccer/germany/bundesliga-2014-2015/werder-bremen-freiburg-YaZkuE35/",TRUE,2014-10-04,"D1","2015","germany","Werder Bremen","SC Freiburg",1,1,2.5,3.66,3.3,NA,NA,NA,NA
"0MkeJfo2/","/soccer/italy/serie-a-2014-2015/lazio-sassuolo-0MkeJfo2/",TRUE,2014-10-05,"I1","2015","italy","Lazio","Sassuolo",3,2,1.61,4.65,8.2,NA,NA,NA,NA
"4vdE4vAJ/","/soccer/france/ligue-1-2014-2015/guingamp-nantes-4vdE4vAJ/",TRUE,2014-10-05,"F1","2015","france","Guingamp","Nantes",0,1,2.88,3.1,3.1,NA,NA,NA,NA
"A9AjTL2M/","/soccer/england/premier-league-2014-2015/west-ham-qpr-A9AjTL2M/",TRUE,2014-10-05,"E0","2015","england","West Ham","QPR",2,0,1.96,3.75,4.65,NA,NA,NA,NA
"AiXotIhF/","/soccer/italy/serie-a-2014-2015/parma-genoa-AiXotIhF/",TRUE,2014-10-05,"I1","2015","italy","Parma","Genoa",1,2,2.03,3.6,4.55,NA,NA,NA,NA
"bwZOQxgS/","/soccer/italy/serie-a-2014-2015/empoli-palermo-bwZOQxgS/",TRUE,2014-10-05,"I1","2015","italy","Empoli","Palermo",3,0,2.46,3.33,3.45,NA,NA,NA,NA
"EaSwrGJn/","/soccer/germany/bundesliga-2014-2015/b-monchengladbach-mainz-EaSwrGJn/",TRUE,2014-10-05,"D1","2015","germany","Borussia Monchengladbach","Mainz",1,1,1.9,3.98,4.8,NA,NA,NA,NA
"EeOAySW8/","/soccer/spain/primera-division-2014-2015/espanyol-real-sociedad-EeOAySW8/",TRUE,2014-10-05,"SP1","2015","spain","Espanyol","Real Sociedad",2,0,2.75,3.34,3.12,NA,NA,NA,NA
"EJ2gT3vk/","/soccer/spain/primera-division-2014-2015/real-madrid-ath-bilbao-EJ2gT3vk/",TRUE,2014-10-05,"SP1","2015","spain","Real Madrid","Athletic Bilbao",5,0,1.35,8.1,17,NA,NA,NA,NA
"GILjMd1q/","/soccer/italy/serie-a-2014-2015/fiorentina-inter-GILjMd1q/",TRUE,2014-10-05,"I1","2015","italy","Fiorentina","Internazionale",3,0,2.5,3.4,3.6,NA,NA,NA,NA
"IHzfvdNR/","/soccer/italy/serie-a-2014-2015/udinese-cesena-IHzfvdNR/",TRUE,2014-10-05,"I1","2015","italy","Udinese","Cesena",1,1,1.61,4.25,9.5,NA,NA,NA,NA
"lrWkux8L/","/soccer/italy/serie-a-2014-2015/sampdoria-atalanta-lrWkux8L/",TRUE,2014-10-05,"I1","2015","italy","Sampdoria","Atalanta",1,0,2.03,3.47,4.95,NA,NA,NA,NA
"MVjiKzWe/","/soccer/italy/serie-a-2014-2015/juventus-as-roma-MVjiKzWe/",TRUE,2014-10-05,"I1","2015","italy","Juventus","AS Roma",3,2,1.97,3.7,5.7,NA,NA,NA,NA
"Oh8vWNI3/","/soccer/england/premier-league-2014-2015/manchester-united-everton-Oh8vWNI3/",TRUE,2014-10-05,"E0","2015","england","Manchester Utd","Everton",2,1,1.76,4.6,6.4,NA,NA,NA,NA
"pQNZrd4t/","/soccer/germany/bundesliga-2014-2015/wolfsburg-augsburg-pQNZrd4t/",TRUE,2014-10-05,"D1","2015","germany","VfL Wolfsburg","FC Augsburg",1,0,1.88,3.98,5.3,NA,NA,NA,NA
"rVfI3bPP/","/soccer/france/ligue-1-2014-2015/lyon-lille-rVfI3bPP/",TRUE,2014-10-05,"F1","2015","france","Lyon","Lille",3,0,2.3,3.35,4.2,NA,NA,NA,NA
"SSsssbw9/","/soccer/italy/serie-a-2014-2015/napoli-torino-SSsssbw9/",TRUE,2014-10-05,"I1","2015","italy","Napoli","Torino",2,1,1.71,4,6.6,NA,NA,NA,NA
"U3l0ezX5/","/soccer/france/ligue-1-2014-2015/paris-sg-monaco-U3l0ezX5/",TRUE,2014-10-05,"F1","2015","france","Paris Saint-Germain","AS Monaco",1,1,1.59,4.35,8,NA,NA,NA,NA
"WfDlUqPr/","/soccer/spain/primera-division-2014-2015/celta-vigo-villarreal-WfDlUqPr/",TRUE,2014-10-05,"SP1","2015","spain","Celta Vigo","Villarreal",1,3,2.66,3.58,2.98,NA,NA,NA,NA
"WIBnU1mG/","/soccer/england/premier-league-2014-2015/tottenham-southampton-WIBnU1mG/",TRUE,2014-10-05,"E0","2015","england","Tottenham","Southampton",1,0,2.6,3.5,3.24,NA,NA,NA,NA
"zBCJZ51L/","/soccer/spain/primera-division-2014-2015/sevilla-dep-la-coruna-zBCJZ51L/",TRUE,2014-10-05,"SP1","2015","spain","Sevilla","Deportivo La Coruna",4,1,1.49,5,9.8,NA,NA,NA,NA
"zskddGHa/","/soccer/france/ligue-1-2014-2015/st-etienne-toulouse-zskddGHa/",TRUE,2014-10-05,"F1","2015","france","St Etienne","Toulouse",0,1,2.14,3.39,4.21,NA,NA,NA,NA
"zXRqAtdp/","/soccer/england/premier-league-2014-2015/chelsea-arsenal-zXRqAtdp/",TRUE,2014-10-05,"E0","2015","england","Chelsea","Arsenal",2,0,1.86,4.05,5.5,NA,NA,NA,NA
"A5Omwu8D/","/soccer/spain/primera-division-2014-2015/granada-cf-rayo-vallecano-A5Omwu8D/",TRUE,2014-10-17,"SP1","2015","spain","Granada","Rayo Vallecano",0,1,2.64,3.4,3.25,NA,NA,NA,NA
"QVs9gE1I/","/soccer/france/ligue-1-2014-2015/lens-paris-sg-QVs9gE1I/",TRUE,2014-10-17,"F1","2015","france","Lens","Paris Saint-Germain",1,3,10.5,5.4,1.44,NA,NA,NA,NA
"2cnHqsm3/","/soccer/england/premier-league-2014-2015/newcastle-utd-leicester-2cnHqsm3/",TRUE,2014-10-18,"E0","2015","england","Newcastle","Leicester City",1,0,2.35,3.7,3.75,NA,NA,NA,NA
"2uR6yW2U/","/soccer/germany/bundesliga-2014-2015/mainz-augsburg-2uR6yW2U/",TRUE,2014-10-18,"D1","2015","germany","Mainz","FC Augsburg",2,1,2.45,3.5,3.3,NA,NA,NA,NA
"4M2r8DGB/","/soccer/france/ligue-1-2014-2015/nice-bastia-4M2r8DGB/",TRUE,2014-10-18,"F1","2015","france","Nice","Bastia",0,1,2.15,3.33,4.5,NA,NA,NA,NA
"4MtDhYGO/","/soccer/france/ligue-1-2014-2015/lille-guingamp-4MtDhYGO/",TRUE,2014-10-18,"F1","2015","france","Lille","Guingamp",1,2,1.8,3.52,6.45,NA,NA,NA,NA
"6DXcwhYH/","/soccer/germany/bundesliga-2014-2015/bayern-munich-werder-bremen-6DXcwhYH/",TRUE,2014-10-18,"D1","2015","germany","Bayern Munich","Werder Bremen",6,0,1.2,13,32,NA,NA,NA,NA
"8b5QMJuj/","/soccer/england/premier-league-2014-2015/crystal-palace-chelsea-8b5QMJuj/",TRUE,2014-10-18,"E0","2015","england","Crystal Palace","Chelsea",1,2,9.6,4.75,1.55,NA,NA,NA,NA
"8pOdyT6m/","/soccer/italy/serie-a-2014-2015/sassuolo-juventus-8pOdyT6m/",TRUE,2014-10-18,"I1","2015","italy","Sassuolo","Juventus",1,1,10.9,5,1.49,NA,NA,NA,NA
"ANkPsLHF/","/soccer/england/premier-league-2014-2015/southampton-sunderland-ANkPsLHF/",TRUE,2014-10-18,"E0","2015","england","Southampton","Sunderland",8,0,1.61,4.55,7.7,NA,NA,NA,NA
"d2KqvLh7/","/soccer/spain/primera-division-2014-2015/barcelona-eibar-d2KqvLh7/",TRUE,2014-10-18,"SP1","2015","spain","Barcelona","Eibar",3,0,1.2,12,35,NA,NA,NA,NA
"EwVvu1w1/","/soccer/spain/primera-division-2014-2015/levante-real-madrid-EwVvu1w1/",TRUE,2014-10-18,"SP1","2015","spain","Levante","Real Madrid",0,5,18,7.9,1.29,NA,NA,NA,NA
"EX9VAFWh/","/soccer/france/ligue-1-2014-2015/monaco-evian-tg-EX9VAFWh/",TRUE,2014-10-18,"F1","2015","france","AS Monaco","Evian Thonon Gaillard",2,0,1.69,4.3,7.3,NA,NA,NA,NA
"Ey6MNaQq/","/soccer/england/premier-league-2014-2015/burnley-west-ham-Ey6MNaQq/",TRUE,2014-10-18,"E0","2015","england","Burnley","West Ham",1,3,2.95,3.46,2.84,NA,NA,NA,NA
"fsKhx9is/","/soccer/italy/serie-a-2014-2015/as-roma-chievo-fsKhx9is/",TRUE,2014-10-18,"I1","2015","italy","AS Roma","Chievo Verona",3,0,1.4,5.9,13.48,NA,NA,NA,NA
"h46GeZmn/","/soccer/germany/bundesliga-2014-2015/freiburg-wolfsburg-h46GeZmn/",TRUE,2014-10-18,"D1","2015","germany","SC Freiburg","VfL Wolfsburg",1,2,4.1,3.82,2.28,NA,NA,NA,NA
"hYaeSuIS/","/soccer/england/premier-league-2014-2015/arsenal-hull-city-hYaeSuIS/",TRUE,2014-10-18,"E0","2015","england","Arsenal","Hull",2,2,1.56,5.2,9.2,NA,NA,NA,NA
"IPUfHHgP/","/soccer/france/ligue-1-2014-2015/lorient-st-etienne-IPUfHHgP/",TRUE,2014-10-18,"F1","2015","france","Lorient","St Etienne",0,1,3.4,3.25,2.64,NA,NA,NA,NA
"McDw9g15/","/soccer/france/ligue-1-2014-2015/nantes-reims-McDw9g15/",TRUE,2014-10-18,"F1","2015","france","Nantes","Stade de Reims",1,1,1.8,3.9,7,NA,NA,NA,NA
"MqfThXX4/","/soccer/germany/bundesliga-2014-2015/koln-dortmund-MqfThXX4/",TRUE,2014-10-18,"D1","2015","germany","FC Cologne","Borussia Dortmund",2,1,6.5,4.35,1.71,NA,NA,NA,NA
"nk4ULwed/","/soccer/england/premier-league-2014-2015/everton-aston-villa-nk4ULwed/",TRUE,2014-10-18,"E0","2015","england","Everton","Aston Villa",3,0,1.67,4.7,7.5,NA,NA,NA,NA
"O6mDpNXd/","/soccer/england/premier-league-2014-2015/manchester-city-tottenham-O6mDpNXd/",TRUE,2014-10-18,"E0","2015","england","Manchester City","Tottenham",4,1,1.56,5,7.6,NA,NA,NA,NA
"OlS2xCmO/","/soccer/germany/bundesliga-2014-2015/schalke-hertha-berlin-OlS2xCmO/",TRUE,2014-10-18,"D1","2015","germany","Schalke 04","Hertha Berlin",2,0,1.93,3.9,5,NA,NA,NA,NA
"v12CdFYu/","/soccer/germany/bundesliga-2014-2015/hannover-b-monchengladbach-v12CdFYu/",TRUE,2014-10-18,"D1","2015","germany","Hannover 96","Borussia Monchengladbach",0,3,3.48,3.7,2.35,NA,NA,NA,NA
"xhllko18/","/soccer/spain/primera-division-2014-2015/cordoba-malaga-xhllko18/",TRUE,2014-10-18,"SP1","2015","spain","Cordoba","Malaga",1,2,3.4,3.32,2.5,NA,NA,NA,NA
"zmWztsOf/","/soccer/spain/primera-division-2014-2015/ath-bilbao-celta-vigo-zmWztsOf/",TRUE,2014-10-18,"SP1","2015","spain","Athletic Bilbao","Celta Vigo",1,1,2.18,3.84,4.2,NA,NA,NA,NA
"zsBRBeHn/","/soccer/france/ligue-1-2014-2015/metz-rennes-zsBRBeHn/",TRUE,2014-10-18,"F1","2015","france","Metz","Stade Rennes",0,0,2.62,3.37,3.14,NA,NA,NA,NA
"zTeLfg3h/","/soccer/germany/bundesliga-2014-2015/vfb-stuttgart-bayer-leverkusen-zTeLfg3h/",TRUE,2014-10-18,"D1","2015","germany","VfB Stuttgart","Bayer Leverkusen",3,3,3.75,3.75,2.23,NA,NA,NA,NA
"0zgXiimB/","/soccer/germany/bundesliga-2014-2015/paderborn-eintracht-frankfurt-0zgXiimB/",TRUE,2014-10-19,"D1","2015","germany","SC Paderborn","Eintracht Frankfurt",3,1,2.69,3.7,2.9,NA,NA,NA,NA
"2kCQYZpk/","/soccer/italy/serie-a-2014-2015/cagliari-sampdoria-2kCQYZpk/",TRUE,2014-10-19,"I1","2015","italy","Cagliari","Sampdoria",2,2,2.73,3.42,3.02,NA,NA,NA,NA
"2odPgyNE/","/soccer/italy/serie-a-2014-2015/palermo-cesena-2odPgyNE/",TRUE,2014-10-19,"I1","2015","italy","Palermo","Cesena",2,1,1.78,3.8,7.28,NA,NA,NA,NA
